description,title
"Manage the product backlog and prioritize features based on business value. Lead product discovery processes including user interviews and usability testing. Ability to lead cross-functional teams without formal authority. Collaborate with sales and customer success teams to ensure customer satisfaction. Gather and prioritize product requirements from customers, stakeholders, and market research. Knowledge of UX design principles and ability to work closely with designers. Communicate product updates and milestones to executive leadership and stakeholders. Proficiency in tools such as JIRA, Confluence, Productboard, or Notion.",Product Manager
"Excellent communication and presentation skills for diverse audiences. Collaborate with sales and customer success teams to ensure customer satisfaction. Technical background or experience working closely with engineering teams. Strong leadership, collaboration, and decision-making capabilities. Knowledge of UX design principles and ability to work closely with designers. Facilitate sprint planning, backlog grooming, and retrospective meetings. Proficiency in tools such as JIRA, Confluence, Productboard, or Notion.",Product Manager
"Conduct vulnerability assessments and penetration testing on systems and applications. Experience with SIEM tools such as Splunk, QRadar, or Microsoft Sentinel is required. Develop and enforce security policies, standards, and procedures. Investigate phishing attacks, malware infections, and data breach attempts. Respond to security incidents, perform root cause analysis, and implement remediation. Knowledge of ethical hacking methodologies and tools (Metasploit, Burp Suite, Nmap).",Cyber Security Analyst
"Excellent communication and data storytelling skills are essential. Work with data engineers to ensure data pipelines deliver accurate data. Understanding of data warehousing concepts and ETL processes is a plus. A degree in Statistics, Mathematics, Computer Science, or a related field is preferred. Collect, clean, and analyze data to support business decision-making processes. Validate data accuracy by cross-referencing multiple data sources. Present findings and recommendations to non-technical audiences clearly.",Data Analyst
"Build and maintain CI/CD pipelines integrated with cloud deployment workflows. Maintain documentation for cloud architecture and operational procedures. A degree in Computer Science, IT, or a related field is preferred. Configure and manage serverless services such as AWS Lambda or Azure Functions. Collaborate with development teams to architect cloud-native applications.",Cloud Engineer
"Understanding of data warehousing concepts and ETL processes is a plus. Work with data engineers to ensure data pipelines deliver accurate data. Collect, clean, and analyze data to support business decision-making processes. Create dashboards, reports, and visualizations using Tableau, Power BI, or Excel. Develop KPIs and metrics to track business performance. Ability to manage multiple analysis requests with varying priorities.",Data Analyst
"Communicate findings clearly to both technical and non-technical stakeholders. Collaborate with engineering and product teams to integrate models into production systems. Experience with Pandas, NumPy, and Jupyter Notebooks is expected. Proficiency in SQL for data extraction and exploration is required. Clean, transform, and validate data from multiple structured and unstructured sources.",Data Scientist
"Familiarity with cloud platforms such as AWS SageMaker or GCP AI Platform is a plus. Develop data visualizations using Matplotlib, Seaborn, Tableau, or Power BI. Apply techniques such as regression, classification, clustering, and time-series forecasting. Maintain and improve existing machine learning models in production. Collaborate with engineering and product teams to integrate models into production systems. Clean, transform, and validate data from multiple structured and unstructured sources.",Data Scientist
"A Master's or PhD in Artificial Intelligence, Computer Science, or a related field is preferred. Develop AI-powered APIs and microservices for integration into production systems. Strong mathematical background in linear algebra, calculus, and probability. Experience with autonomous agents and AI orchestration frameworks is advantageous. Familiarity with vector databases such as Pinecone, Weaviate, or FAISS is a plus.",AI Engineer
"Ensure cross-browser and cross-device compatibility of all UI components. Familiarity with CI/CD workflows and version control with Git. Own the design-system implementation in Storybook, converting Figma tokens into reusable Tailwind components. Develop reusable components using React, Angular, or Vue.js. Familiarity with TypeScript is highly desirable. Implement accessibility (WCAG) standards to ensure inclusive user experiences. Craft performant React component libraries consumed by multiple product teams, with no server-side responsibilities. Focus exclusively on the browser layer: pixel-perfect HTML, CSS animations, and JavaScript interactions.",Frontend Developer
"Lead product discovery processes including user interviews and usability testing. Experience with B2B or B2C SaaS products is highly desirable. Strong analytical skills and experience using data to drive product decisions. Make data-driven decisions by analyzing user behavior and A/B test results. Strong leadership, collaboration, and decision-making capabilities. Gather and prioritize product requirements from customers, stakeholders, and market research.",Product Manager
"Monitor system health, availability, and performance using tools like Prometheus and Grafana. Configure and maintain cloud environments on AWS, Azure, or GCP. Ability to respond to and resolve production incidents effectively. Collaborate on disaster recovery planning and business continuity strategies. Strong communication and collaboration skills are essential. Automate repetitive operational tasks using Bash, Python, or PowerShell scripts. Containerize applications and manage Kubernetes clusters in production environments.",DevOps Engineer
"Strong scripting skills in Python or Bash for automation tasks. Understanding of FinOps principles and cloud cost management. Strong problem-solving skills and ability to work under pressure during incidents. Implement disaster recovery and backup strategies in the cloud. Design, implement, and manage cloud infrastructure on AWS, Azure, or GCP.",Cloud Engineer
"Automate repetitive reporting tasks using Python or R scripts. Ability to manage multiple analysis requests with varying priorities. A degree in Statistics, Mathematics, Computer Science, or a related field is preferred. Present findings and recommendations to non-technical audiences clearly. Excellent communication and data storytelling skills are essential. Validate data accuracy by cross-referencing multiple data sources. Strong organizational skills and ability to document analytical processes thoroughly. Collaborate with stakeholders to understand data requirements and deliver insights.",Data Analyst
"Apply object-oriented and functional programming paradigms to deliver production-grade Java services. Use version control systems such as Git to manage source code. Write clean, scalable, and well-documented code following best practices. Implement security best practices throughout the software development lifecycle. Optimize application performance and improve system scalability.",Software Engineer
"Excellent problem-solving skills and ability to debug complex back-end issues. Proficiency in Python, Java, Node.js, or Go is required. Optimize database queries and back-end performance for high-traffic applications. Understanding of software design patterns such as MVC, CQRS, and event sourcing. Collaborate with front-end developers to define API contracts and data models. Maintain Spring Boot services that power the core business logic layer, leaving all UI concerns to frontend engineers. Strong SQL skills and database design experience are essential.",Backend Developer
Communicate product updates and milestones to executive leadership and stakeholders. Write detailed product requirement documents and user stories for development teams. Ability to lead cross-functional teams without formal authority. Technical background or experience working closely with engineering teams. Excellent communication and presentation skills for diverse audiences. Make data-driven decisions by analyzing user behavior and A/B test results. Experience with B2B or B2C SaaS products is highly desirable.,Product Manager
"Prepare security reports and communicate risks to executive stakeholders. Experience with scripting languages (Python, Bash) for security automation. A degree in Cyber Security, Computer Science, or Information Technology is required. Understanding of cryptography, PKI, and secure communications. Participate in red team and blue team exercises to test organizational defenses. Perform threat intelligence analysis to stay ahead of emerging attack vectors. Respond to security incidents, perform root cause analysis, and implement remediation.",Cyber Security Analyst
"Experience with service mesh technologies such as Istio is advantageous. Configure and maintain cloud environments on AWS, Azure, or GCP. Implement logging, alerting, and observability solutions across the infrastructure. Experience with Jenkins, GitLab CI, or GitHub Actions is required. Monitor system health, availability, and performance using tools like Prometheus and Grafana. Collaborate on disaster recovery planning and business continuity strategies. Strong communication and collaboration skills are essential. Understanding of Agile and Scrum delivery methodologies.",DevOps Engineer
"Strong analytical skills and experience using data to drive product decisions. Experience with Agile product management and Scrum frameworks is required. Proficiency in tools such as JIRA, Confluence, Productboard, or Notion. Communicate product updates and milestones to executive leadership and stakeholders. Strong leadership, collaboration, and decision-making capabilities. Define and communicate the product vision, strategy, and roadmap. Work closely with engineering, design, and marketing teams to deliver product features. Make data-driven decisions by analyzing user behavior and A/B test results.",Product Manager
"Develop and maintain training, evaluation, and inference pipelines. Familiarity with A/B testing and experimentation frameworks is desired. Work with large-scale datasets stored in distributed systems. Knowledge of MLflow, Kubeflow, or similar ML lifecycle management tools is a plus. Collaborate with data scientists to bring ML prototypes into production-grade systems.",Machine Learning Engineer
"Collaborate on disaster recovery planning and business continuity strategies. Familiarity with configuration management tools like Chef, Puppet, or Ansible is a plus. Ability to respond to and resolve production incidents effectively. Perform capacity planning and optimize cloud resource utilization. Understanding of Agile and Scrum delivery methodologies.",DevOps Engineer
"Conduct competitive analysis and market research to inform product decisions. Technical background or experience working closely with engineering teams. Manage the product backlog and prioritize features based on business value. Gather and prioritize product requirements from customers, stakeholders, and market research. Ability to lead cross-functional teams without formal authority. Write detailed product requirement documents and user stories for development teams. Lead product discovery processes including user interviews and usability testing. Define and communicate the product vision, strategy, and roadmap.",Product Manager
"Perform threat intelligence analysis to stay ahead of emerging attack vectors. Administer and configure security tools including firewalls, IDS/IPS, and EDR solutions. Ability to work under pressure and respond to incidents outside business hours. Strong analytical skills and ability to think like an attacker. A degree in Cyber Security, Computer Science, or Information Technology is required. Experience with SIEM tools such as Splunk, QRadar, or Microsoft Sentinel is required. Conduct vulnerability assessments and penetration testing on systems and applications. Manage and respond to bug bounty program submissions.",Cyber Security Analyst
"A degree in Computer Science, Web Development, or a related discipline is preferred. Understanding of browser developer tools and performance profiling. Good communication skills and ability to work in a distributed team. Participate in UI code reviews and maintain front-end coding standards. Collaborate closely with back-end developers to integrate APIs and data services.",Frontend Developer
"Collaborate with data scientists to bring ML prototypes into production-grade systems. Familiarity with A/B testing and experimentation frameworks is desired. Contribute to the selection and evaluation of ML frameworks and tools. Design, build, and deploy scalable machine learning models and pipelines. Proficiency in Python and familiarity with C++ for performance-critical components. Knowledge of MLflow, Kubeflow, or similar ML lifecycle management tools is a plus. Use frameworks such as TensorFlow, PyTorch, and Scikit-learn to build models.",Machine Learning Engineer
"Ability to work collaboratively with UI/UX designers using Figma or Sketch. Focus exclusively on the browser layer: pixel-perfect HTML, CSS animations, and JavaScript interactions. Experience with responsive design and mobile-first development approaches. Strong proficiency in HTML5, CSS3, and modern JavaScript (ES6+) is required. Develop reusable components using React, Angular, or Vue.js. Optimize front-end performance by minimizing load times and improving rendering efficiency. Experience with React.js or Vue.js is essential for this position. Specialise in Core Web Vitals optimisation, Lighthouse audits, and lazy-loading strategies for a high-traffic portal.",Frontend Developer
"Knowledge of RESTful APIs and experience consuming them from the browser. Work within Agile teams and contribute to sprint planning and backlog grooming. Participate in UI code reviews and maintain front-end coding standards. Optimize front-end performance by minimizing load times and improving rendering efficiency. Develop reusable components using React, Angular, or Vue.js. Specialise in Core Web Vitals optimisation, Lighthouse audits, and lazy-loading strategies for a high-traffic portal.",Frontend Developer
"Experience with scripting languages (Python, Bash) for security automation. Investigate phishing attacks, malware infections, and data breach attempts. Respond to security incidents, perform root cause analysis, and implement remediation. Develop and enforce security policies, standards, and procedures. Familiarity with cloud security best practices and tools is a strong plus.",Cyber Security Analyst
"Architect end-to-end features across Vue.js, a GraphQL gateway, and a MongoDB data layer. Develop RESTful APIs and server-side logic using Node.js, Django, or Flask. Use version control workflows with Git and follow branching strategies. Passion for building user-friendly, scalable web products. Own both the React front-end and the Node.js/Express back-end of a customer-facing SaaS product. Ensure web accessibility standards are met across all user interfaces.",Full Stack Developer
"Knowledge of statistical analysis methods is expected. Automate repetitive reporting tasks using Python or R scripts. Write complex SQL queries to extract and transform data from relational databases. Validate data accuracy by cross-referencing multiple data sources. Collect, clean, and analyze data to support business decision-making processes. Present findings and recommendations to non-technical audiences clearly. Strong organizational skills and ability to document analytical processes thoroughly. Collaborate with stakeholders to understand data requirements and deliver insights.",Data Analyst
"Develop and maintain training, evaluation, and inference pipelines. Ability to communicate technical concepts clearly to both engineers and business stakeholders. Contribute to the selection and evaluation of ML frameworks and tools. Integrate ML models into production applications via REST APIs. Collaborate with data scientists to bring ML prototypes into production-grade systems.",Machine Learning Engineer
"Collect, clean, and analyze data to support business decision-making processes. A degree in Statistics, Mathematics, Computer Science, or a related field is preferred. Identify trends, anomalies, and patterns in large datasets. Assist in the design of data collection systems and databases. Experience with Google Analytics or similar web analytics tools is beneficial. Understanding of data warehousing concepts and ETL processes is a plus. Write complex SQL queries to extract and transform data from relational databases. Experience with Tableau or Power BI is highly desirable.",Data Analyst
"Work with databases including PostgreSQL, MySQL, and MongoDB. Write unit tests and integration tests to ensure software reliability. Develop low-level system utilities and libraries in C++ and Rust for embedded platforms. Design, develop, and maintain high-quality software applications using modern programming languages. A degree in Computer Science, Software Engineering, or a related field is preferred. Work closely with product managers and designers to translate requirements into technical solutions. Familiarity with Docker and Kubernetes is a strong advantage. Deploy applications to cloud platforms including AWS, Azure, or GCP.",Software Engineer
"Ensure back-end services meet availability, scalability, and maintainability requirements. Excellent problem-solving skills and ability to debug complex back-end issues. A degree in Computer Science, Software Engineering, or equivalent practical experience. Strong SQL skills and database design experience are essential. Experience with RESTful and GraphQL API design is expected. Participate in architectural design discussions and contribute to technical decisions. Strong collaboration and communication skills are valued.",Backend Developer
"Troubleshoot cross-browser compatibility issues and resolve performance bottlenecks. Participate in Agile sprints, code reviews, and daily stand-ups. Knowledge of CI/CD practices and automated testing is a plus. Passion for building user-friendly, scalable web products. Architect end-to-end features across Vue.js, a GraphQL gateway, and a MongoDB data layer. Implement authentication and authorization mechanisms such as OAuth and JWT. Experience with both JavaScript and TypeScript is required. Switch fluidly between writing TypeScript React components and building Django REST framework endpoints.",Full Stack Developer
"Design, implement, and maintain CI/CD pipelines to automate software delivery. Strong scripting skills in Bash or Python are required. Containerize applications and manage Kubernetes clusters in production environments. Configure and maintain cloud environments on AWS, Azure, or GCP. Understanding of Agile and Scrum delivery methodologies. Proficiency with Docker and Kubernetes is essential for this role.",DevOps Engineer
Ability to work collaboratively with UI/UX designers using Figma or Sketch. Familiarity with TypeScript is highly desirable. Understanding of browser developer tools and performance profiling. Write unit tests and end-to-end tests for front-end components. Strong eye for detail and passion for building great user experiences.,Frontend Developer
"Implement disaster recovery and backup strategies in the cloud. Strong problem-solving skills and ability to work under pressure during incidents. Maintain documentation for cloud architecture and operational procedures. Configure and manage serverless services such as AWS Lambda or Azure Functions. Work with managed database services including RDS, DynamoDB, and Cloud SQL. Design, implement, and manage cloud infrastructure on AWS, Azure, or GCP.",Cloud Engineer
"Build internal developer tooling and automation frameworks used by the wider engineering organisation. Work with databases including PostgreSQL, MySQL, and MongoDB. Use version control systems such as Git to manage source code. Mentor junior developers and provide technical guidance. Integrate third-party services and APIs into existing systems. Troubleshoot, debug, and upgrade existing software systems. Research and adopt new technologies to improve development processes. Analyze user requirements and convert them into technical specifications.",Software Engineer
"Monitor system health, availability, and performance using tools like Prometheus and Grafana. Experience with service mesh technologies such as Istio is advantageous. Ensure secure configuration of infrastructure components and access controls. Containerize applications and manage Kubernetes clusters in production environments. Experience with Jenkins, GitLab CI, or GitHub Actions is required.",DevOps Engineer
"Proficiency with Terraform or similar IaC tools is essential. A degree in Computer Science, IT, or a related field is preferred. Evaluate and recommend cloud services and architectural patterns. Monitor cloud infrastructure health and respond to incidents and alerts. Set up and manage virtual networks, load balancers, and VPNs in cloud environments.",Cloud Engineer
"Experience with Jenkins, GitLab CI, or GitHub Actions is required. Containerize applications and manage Kubernetes clusters in production environments. Strong scripting skills in Bash or Python are required. Hands-on experience with AWS services such as EC2, S3, RDS, and Lambda is preferred. Design, implement, and maintain CI/CD pipelines to automate software delivery. Perform capacity planning and optimize cloud resource utilization.",DevOps Engineer
"A degree in Computer Science, Software Engineering, or a related field is preferred. Collaborate with cross-functional teams to define, design, and ship new features. Implement algorithms and data structures to solve computationally intensive engineering problems. Participate in code reviews to ensure code quality and share knowledge with the team. Troubleshoot, debug, and upgrade existing software systems.",Software Engineer
"Collaborate closely with back-end developers to integrate APIs and data services. Develop reusable components using React, Angular, or Vue.js. Write unit tests and end-to-end tests for front-end components. A degree in Computer Science, Web Development, or a related discipline is preferred. Ability to work collaboratively with UI/UX designers using Figma or Sketch.",Frontend Developer
"Create detailed business requirement documents, user stories, and process flows. Ability to manage multiple projects simultaneously and meet deadlines. Experience in the finance, healthcare, or retail sector is beneficial. Strong analytical thinking and problem-solving capabilities. Bridge the gap between business units and IT development teams. Facilitate workshops, interviews, and focus groups with key stakeholders. Knowledge of SQL for basic data querying and validation is an advantage. Create data-driven presentations to communicate insights to executive stakeholders.",Business Analyst
"Use Python and R to develop data analysis pipelines and experiments. Drive data-driven decision-making across the organization. Clean, transform, and validate data from multiple structured and unstructured sources. Experience deploying machine learning models using REST APIs is advantageous. Experience with Pandas, NumPy, and Jupyter Notebooks is expected. Build and deploy predictive models using machine learning and statistical techniques. Collaborate with engineering and product teams to integrate models into production systems. Document methodologies, experiments, and results for reproducibility.",Data Scientist
"Use Python and R to develop data analysis pipelines and experiments. Clean, transform, and validate data from multiple structured and unstructured sources. Experience deploying machine learning models using REST APIs is advantageous. Collaborate with engineering and product teams to integrate models into production systems. Implement NLP pipelines for text classification and sentiment analysis tasks. Analyze large and complex datasets to extract actionable business insights. Drive data-driven decision-making across the organization. Work cross-functionally with business analysts and data engineers.",Data Scientist
"Deliver features independently across the client, server, and database tiers of a Next.js e-commerce platform. Own both the React front-end and the Node.js/Express back-end of a customer-facing SaaS product. Familiarity with containerization using Docker is advantageous. Use version control workflows with Git and follow branching strategies. Develop and maintain both front-end and back-end components of web applications. Deploy applications to cloud platforms and configure hosting environments. A degree in Computer Science or Software Engineering is preferred.",Full Stack Developer
"Excellent communication and data storytelling skills are essential. Ability to manage multiple analysis requests with varying priorities. Strong organizational skills and ability to document analytical processes thoroughly. A degree in Statistics, Mathematics, Computer Science, or a related field is preferred. Create dashboards, reports, and visualizations using Tableau, Power BI, or Excel.",Data Analyst
"Span the entire stack: craft Tailwind CSS components in the morning and optimise PostgreSQL queries in the afternoon. Strong understanding of HTTP protocols, REST APIs, and web security. Switch fluidly between writing TypeScript React components and building Django REST framework endpoints. Understanding of microservices architecture is beneficial. Proficiency in HTML5, CSS3, and modern front-end tooling (Webpack, Vite) is expected. Collaborate with UI/UX designers to implement pixel-perfect designs. Experience with both JavaScript and TypeScript is required.",Full Stack Developer
"Conduct gap analysis to identify areas of improvement in existing processes. Monitor and evaluate the performance of implemented solutions. Use tools such as JIRA, Confluence, and Visio for documentation and tracking. Experience in the finance, healthcare, or retail sector is beneficial. Proficiency in Excel, Tableau, or Power BI for data analysis and reporting is required. Facilitate workshops, interviews, and focus groups with key stakeholders. A degree in Business Administration, Information Systems, or a related field is required. Analyze business processes and recommend solutions to improve efficiency.",Business Analyst
"A degree in Cyber Security, Computer Science, or Information Technology is required. Knowledge of ethical hacking methodologies and tools (Metasploit, Burp Suite, Nmap). Develop and enforce security policies, standards, and procedures. Prepare security reports and communicate risks to executive stakeholders. Respond to security incidents, perform root cause analysis, and implement remediation.",Cyber Security Analyst
"Work with development teams to integrate security into the SDLC (DevSecOps). Conduct vulnerability assessments and penetration testing on systems and applications. Experience with scripting languages (Python, Bash) for security automation. Proficiency in network security concepts including TCP/IP, DNS, and VPN is essential. Maintain compliance with security frameworks such as ISO 27001, NIST, or SOC 2. Familiarity with cloud security best practices and tools is a strong plus.",Cyber Security Analyst
"Implement disaster recovery and backup strategies in the cloud. Hands-on experience with AWS, Azure, or GCP is required. Understanding of FinOps principles and cloud cost management. Evaluate and recommend cloud services and architectural patterns. Proficiency with Terraform or similar IaC tools is essential.",Cloud Engineer
"Work closely with development teams to improve deployment frequency and reliability. Experience with Jenkins, GitLab CI, or GitHub Actions is required. Containerize applications and manage Kubernetes clusters in production environments. Strong communication and collaboration skills are essential. Knowledge of networking concepts including DNS, load balancing, and firewalls is expected. Hands-on experience with AWS services such as EC2, S3, RDS, and Lambda is preferred.",DevOps Engineer
"Implement background job processing with Celery and Redis to handle asynchronous workloads at scale. Collaborate with front-end developers to define API contracts and data models. Develop and expose FastAPI endpoints consumed by mobile and web clients; front-end is handled by a separate team. Write unit tests, integration tests, and ensure code quality through reviews. Excellent problem-solving skills and ability to debug complex back-end issues. Build high-throughput gRPC microservices in Go with no involvement in front-end or UI work. Strong collaboration and communication skills are valued.",Backend Developer
"Collaborate with cross-functional teams to define, design, and ship new features. Design, develop, and maintain high-quality software applications using modern programming languages. Write clean, scalable, and well-documented code following best practices. Develop and maintain APIs and back-end services for web and mobile applications. Integrate third-party services and APIs into existing systems. Research and adopt new technologies to improve development processes. Continuously improve software delivery pipelines using CI/CD tools. Build internal developer tooling and automation frameworks used by the wider engineering organisation.",Software Engineer
"A degree in Business, Computer Science, or a related field is preferred. Gather and prioritize product requirements from customers, stakeholders, and market research. Ability to lead cross-functional teams without formal authority. Proficiency in tools such as JIRA, Confluence, Productboard, or Notion. Define and track key product metrics including activation, retention, and revenue. Strong analytical skills and experience using data to drive product decisions.",Product Manager
"Communicate product updates and milestones to executive leadership and stakeholders. Excellent communication and presentation skills for diverse audiences. Define and communicate the product vision, strategy, and roadmap. Write detailed product requirement documents and user stories for development teams. Champion the voice of the customer throughout the organization. Conduct competitive analysis and market research to inform product decisions. Facilitate sprint planning, backlog grooming, and retrospective meetings. Collaborate with sales and customer success teams to ensure customer satisfaction.",Product Manager
"Familiarity with cloud security best practices and tools is a strong plus. Review and audit access controls, user privileges, and identity management systems. Prepare security reports and communicate risks to executive stakeholders. Proficiency in network security concepts including TCP/IP, DNS, and VPN is essential. Conduct security awareness training for employees across the organization. Maintain compliance with security frameworks such as ISO 27001, NIST, or SOC 2.",Cyber Security Analyst
Present findings and recommendations to non-technical audiences clearly. Experience with Tableau or Power BI is highly desirable. Work with data engineers to ensure data pipelines deliver accurate data. Develop KPIs and metrics to track business performance. Collaborate with stakeholders to understand data requirements and deliver insights. Strong proficiency in SQL and Excel is required.,Data Analyst
"Build and maintain CI/CD pipelines integrated with cloud deployment workflows. Strong scripting skills in Python or Bash for automation tasks. Automate infrastructure provisioning using Terraform, CloudFormation, or Pulumi. Design, implement, and manage cloud infrastructure on AWS, Azure, or GCP. Migrate on-premises workloads to cloud environments with minimal disruption. Maintain documentation for cloud architecture and operational procedures.",Cloud Engineer
"Work in an Agile environment with regular sprint cycles and code reviews. Knowledge of MLflow, Kubeflow, or similar ML lifecycle management tools is a plus. Write efficient Python code and ensure models meet performance benchmarks. Optimize ML models for latency, throughput, and resource efficiency. Work with large-scale datasets stored in distributed systems.",Machine Learning Engineer
"Experience with TensorFlow, PyTorch, or Scikit-learn is highly desirable. Analyze large and complex datasets to extract actionable business insights. Use Python and R to develop data analysis pipelines and experiments. Maintain and improve existing machine learning models in production. Work with big data platforms and SQL/NoSQL databases to query large datasets. Clean, transform, and validate data from multiple structured and unstructured sources. Build and deploy predictive models using machine learning and statistical techniques.",Data Scientist
Work with project managers to ensure project deliverables align with business goals. Conduct gap analysis to identify areas of improvement in existing processes. Excellent written and verbal communication skills are essential. Attention to detail and strong organizational skills are expected. Monitor and evaluate the performance of implemented solutions.,Business Analyst
"Excellent written and verbal communication skills are essential. Create data-driven presentations to communicate insights to executive stakeholders. Familiarity with ERP systems such as SAP or Oracle is a plus. Facilitate workshops, interviews, and focus groups with key stakeholders. Experience in the finance, healthcare, or retail sector is beneficial.",Business Analyst
"Develop reusable components using React, Angular, or Vue.js. Familiarity with CI/CD workflows and version control with Git. Ability to work collaboratively with UI/UX designers using Figma or Sketch. Use build tools such as Webpack, Vite, or Parcel for asset bundling. Implement accessibility (WCAG) standards to ensure inclusive user experiences.",Frontend Developer
"Apply techniques such as regression, classification, clustering, and time-series forecasting. Maintain and improve existing machine learning models in production. Communicate findings clearly to both technical and non-technical stakeholders. Work cross-functionally with business analysts and data engineers. Familiarity with cloud platforms such as AWS SageMaker or GCP AI Platform is a plus. Analyze large and complex datasets to extract actionable business insights.",Data Scientist
"Work with project managers to ensure project deliverables align with business goals. Create data-driven presentations to communicate insights to executive stakeholders. Familiarity with ERP systems such as SAP or Oracle is a plus. Proficiency in Excel, Tableau, or Power BI for data analysis and reporting is required. Create detailed business requirement documents, user stories, and process flows.",Business Analyst
"Strong analytical thinking and problem-solving capabilities. Create detailed business requirement documents, user stories, and process flows. Analyze business processes and recommend solutions to improve efficiency. Work with project managers to ensure project deliverables align with business goals. Familiarity with ERP systems such as SAP or Oracle is a plus. Excellent written and verbal communication skills are essential. A degree in Business Administration, Information Systems, or a related field is required.",Business Analyst
"Manage the product backlog and prioritize features based on business value. Experience with Agile product management and Scrum frameworks is required. Write detailed product requirement documents and user stories for development teams. Facilitate sprint planning, backlog grooming, and retrospective meetings. A degree in Business, Computer Science, or a related field is preferred. Demonstrated track record of shipping successful products is required. Conduct competitive analysis and market research to inform product decisions.",Product Manager
"Partner with DevOps teams to containerize and deploy models using Docker and Kubernetes. A Bachelor's or Master's degree in Computer Science, Mathematics, or a related field is required. Work with large-scale datasets stored in distributed systems. Ability to communicate technical concepts clearly to both engineers and business stakeholders. Integrate ML models into production applications via REST APIs.",Machine Learning Engineer
Proficiency in Python and familiarity with C++ for performance-critical components. Write efficient Python code and ensure models meet performance benchmarks. Work in an Agile environment with regular sprint cycles and code reviews. Contribute to the selection and evaluation of ML frameworks and tools. Partner with DevOps teams to containerize and deploy models using Docker and Kubernetes. Monitor deployed models for performance drift and data quality issues. Experience with transformer architectures and pre-trained language models is a strong plus.,Machine Learning Engineer
"Experience with state management libraries such as Redux or Vuex. Experience with both JavaScript and TypeScript is required. Passion for building user-friendly, scalable web products. Build responsive user interfaces using React, Angular, or Vue.js. Write clean, maintainable code with proper documentation and unit tests. Use version control workflows with Git and follow branching strategies. Knowledge of CI/CD practices and automated testing is a plus. Collaborate with UI/UX designers to implement pixel-perfect designs.",Full Stack Developer
"Good understanding of data security and GDPR compliance requirements. Experience with RESTful and GraphQL API design is expected. Develop event-driven architectures using message brokers like Kafka or RabbitMQ. Integrate with third-party APIs, messaging queues, and external data sources. Strong collaboration and communication skills are valued. Familiarity with Docker and cloud deployment platforms is advantageous. Experience with CI/CD pipelines and automated testing frameworks. Knowledge of microservices and distributed systems architecture is preferred.",Backend Developer
"Write clean, maintainable code with proper documentation and unit tests. Familiarity with containerization using Docker is advantageous. Troubleshoot cross-browser compatibility issues and resolve performance bottlenecks. Ability to work independently and manage tasks with minimal supervision. Passion for building user-friendly, scalable web products.",Full Stack Developer
"Develop event-driven architectures using message brokers like Kafka or RabbitMQ. Maintain Spring Boot services that power the core business logic layer, leaving all UI concerns to frontend engineers. Proficiency in Python, Java, Node.js, or Go is required. Strong collaboration and communication skills are valued. Design and manage relational and non-relational databases including PostgreSQL and MongoDB. Knowledge of microservices and distributed systems architecture is preferred. Integrate with third-party APIs, messaging queues, and external data sources. Experience with RESTful and GraphQL API design is expected.",Backend Developer
"Knowledge of SQL for basic data querying and validation is an advantage. Excellent written and verbal communication skills are essential. Strong understanding of business process modeling using BPMN is preferred. Proficiency in Excel, Tableau, or Power BI for data analysis and reporting is required. Monitor and evaluate the performance of implemented solutions. Ability to manage multiple projects simultaneously and meet deadlines. Support UAT (User Acceptance Testing) and validate that solutions meet requirements.",Business Analyst
"Familiarity with ERP systems such as SAP or Oracle is a plus. Work with project managers to ensure project deliverables align with business goals. Create data-driven presentations to communicate insights to executive stakeholders. Strong analytical thinking and problem-solving capabilities. Ability to manage multiple projects simultaneously and meet deadlines. Use tools such as JIRA, Confluence, and Visio for documentation and tracking. Strong understanding of business process modeling using BPMN is preferred. Excellent written and verbal communication skills are essential.",Business Analyst
"Work with development teams to integrate security into the SDLC (DevSecOps). Experience with SIEM tools such as Splunk, QRadar, or Microsoft Sentinel is required. Knowledge of ethical hacking methodologies and tools (Metasploit, Burp Suite, Nmap). Perform threat intelligence analysis to stay ahead of emerging attack vectors. Manage and respond to bug bounty program submissions. Respond to security incidents, perform root cause analysis, and implement remediation.",Cyber Security Analyst
"Passion for building user-friendly, scalable web products. Understanding of microservices architecture is beneficial. Span the entire stack: craft Tailwind CSS components in the morning and optimise PostgreSQL queries in the afternoon. Use version control workflows with Git and follow branching strategies. Strong understanding of HTTP protocols, REST APIs, and web security.",Full Stack Developer
"Relevant certifications such as CISSP, CEH, or CompTIA Security+ are preferred. Conduct vulnerability assessments and penetration testing on systems and applications. Maintain compliance with security frameworks such as ISO 27001, NIST, or SOC 2. Knowledge of ethical hacking methodologies and tools (Metasploit, Burp Suite, Nmap). Respond to security incidents, perform root cause analysis, and implement remediation. Prepare security reports and communicate risks to executive stakeholders. Experience with SIEM tools such as Splunk, QRadar, or Microsoft Sentinel is required.",Cyber Security Analyst
